condition,seed,Q_E,Q_P,Q_C,Q_F,Q_S,ULVI,viable,acc_clean,eps,mean_len,fano_L_min,C_eta,frontier_slack,mean_abs_w,sparsity_cutoff,n_params,zipf_alpha_ols,zipf_alpha_mle,zipf_ks,zipf_n_types,heaps_beta,abbrev_rho_spearman,abbrev_tau_kendall,mean_length,signal_entropy_bits,ratio,lambda_eff
uvif_full,2,0.5235984002746912,0.4646153579448861,0.5956000313162804,0.4046456473214286,0.5255518576204229,0.49859441171375146,False,0.3587646484375,0.6412353515625,5.16748046875,0.41326756251094293,2.250268914204958,4.754212906239057,0.08087999373674393,0.22384858131408691,26576,2.4270939428781393,1.0853691554130405,0.1262510687715559,46,0.25648890759020576,-0.04234076204740869,-0.01537428702110241,5.16748046875,4.06983030868931,1.0,1.3862943611198906
uvif_full,3,0.5800140718386517,0.5413074459979956,0.6966953203082085,0.4634835379464286,0.5802351275603894,0.5674305983228614,False,0.3427734375,0.6572265625,4.755615234375,0.3627694121997361,2.250268914204958,4.392845822175264,0.06066093593835831,0.4402468204498291,26576,2.3867793560138875,0.999694872423729,0.12233992490548662,45,0.22307150001192486,-0.19209361365012426,-0.14950900031928038,4.755615234375,4.288277310711456,1.0,1.3862943611198906
uvif_full,4,0.49124463198317897,0.4575608115647323,0.640096053481102,0.4848458426339286,0.4959366400349839,0.5102750477951841,False,0.2930908203125,0.7069091796875,4.6060791015625,0.210604102612227,2.250268914204958,4.395474998950273,0.0719807893037796,0.3282284736633301,26576,2.452413709517221,1.2688819743906818,0.12637983198171338,73,0.33501945939108324,-0.46477342235033836,-0.3886761774405795,4.6060791015625,3.920253259031389,1.0,1.3862943611198906
uvif_full,0,0.5384816351893533,0.5017710447699011,0.62297223508358,0.5135323660714286,0.5376050834832945,0.5412965689230619,False,0.3134765625,0.6865234375,4.4052734375,0.2721547094443236,2.250268914204958,4.133118728055677,0.075405552983284,0.2585415244102478,26576,2.1178384004132016,0.959093454236307,0.1385297311350887,36,0.2183311999142451,-0.11178006364864627,-0.07303467778241679,4.4052734375,4.115422515829538,2.0,2.772588722239781
uvif_full,1,0.5469010636164195,0.5090840721755858,0.6318180859088898,0.4696742466517857,0.5460716962971034,0.5381053984639881,False,0.3358154296875,0.6641845703125,4.7122802734375,0.3410232422656216,2.250268914204958,4.371257031171878,0.07363638281822205,0.37819838523864746,26576,2.2668038904425156,1.1579886191814646,0.09999190085222764,52,0.2663514097540379,-0.32078759582418204,-0.2622462024053356,4.7122802734375,4.084774587455365,2.0,2.772588722239781
uvif_full,2,0.5133417768495401,0.4636992129761633,0.5520001277327538,0.4657156808035714,0.537045375114327,0.5050597944983342,False,0.360595703125,0.639404296875,4.739990234375,0.41909553974538494,2.250268914204958,4.320894694629615,0.08959997445344925,0.1781306266784668,26576,2.0857957319247484,1.220087058697253,0.14904020698554415,118,0.39514988144091984,-0.14435862792274165,-0.12163256651794267,4.739990234375,4.383514372229405,2.0,2.772588722239781
uvif_full,3,0.5000848412385955,0.4840372645013581,0.6736069768667221,0.5033656529017857,0.4990542557134696,0.527803275748826,False,0.296142578125,0.703857421875,4.4764404296875,0.21973764084633907,2.250268914204958,4.256702788841161,0.06527860462665558,0.3891104459762573,26576,2.728932012226435,1.2051259241384018,0.14330279107909039,52,0.28779884776674175,-0.45097897954479466,-0.3931437968145442,4.4764404296875,3.8010540263715793,2.0,2.772588722239781
uvif_full,4,0.5297763893343651,0.4808333788569524,0.654235951602459,0.4372907366071429,0.5255517768974175,0.5207646303929105,False,0.373046875,0.626953125,4.93896484375,0.45897199929050003,2.250268914204958,4.4799928444595,0.06915280967950821,0.34753161668777466,26576,2.4097763087995174,1.1858376673698094,0.09880522914732237,56,0.24687012717310441,0.027806456651201385,0.0303707369877896,4.93896484375,4.06755128902326,2.0,2.772588722239781
uvif_full,0,0.5075621250216461,0.4644907361692578,0.5899643376469612,0.6989920479910714,0.5074226824834914,0.5478060535897084,False,0.3846435546875,0.6153564453125,3.1070556640625,0.49649423499616735,2.250268914204958,2.610561429066333,0.08200713247060776,0.26809900999069214,26576,2.2041685351536344,1.2728397089172596,0.0755207849270173,79,0.3267278661129549,-0.389006189779155,-0.30839881827318166,3.1070556640625,4.131097301155812,4.0,5.545177444479562
uvif_full,1,0.47685074256838994,0.4390418566314748,0.6025604382157326,0.6153913225446428,0.47354225823465246,0.5165112943850801,False,0.3209228515625,0.6790771484375,3.6922607421875,0.29494840275582235,2.250268914204958,3.3973123394316778,0.07948791235685349,0.25714927911758423,26576,2.422933950383751,1.2820747872635263,0.14905000680950076,59,0.26490599122919,-0.34619078281163235,-0.26777639172287976,3.6922607421875,3.775082476940471,4.0,5.545177444479562
